Game Title,Game Publisher,Game Platform,Game Genre,Game Release Date,Critic Score,User Score,Year
Bulletstorm: Full Clip Edition,Epic Games/Gearbox Software/Gearbox Publishing,Xbox One,Action/Shooter/First-Person/Arcade,2017-04-07,82,7.0,2017.0
Bulletstorm: Full Clip Edition,Gearbox Software/Gearbox Publishing,PC,Action/Shooter/First-Person/Arcade,2017-04-07,76,7.1,2017.0
Bulletstorm: Full Clip Edition,Epic Games/Gearbox Software/Gearbox Publishing,PlayStation 4,Action/Shooter/First-Person/Arcade,2017-04-07,75,7.1,2017.0
The Signal From Tolva,Big Robot Ltd,PC,Adventure/3D/First-Person,2017-04-10,69,6.1,2017.0
Aaero,Mad Fellows Ltd,PlayStation 4,Action/Shooter/Rail,2017-04-11,77,5.1,2017.0
Cosmic Star Heroine,Zeboyd Games,PC,Console-style RPG/Console-style RPG/Role-Playing/Japanese-Style,2017-04-11,77,7.1,2017.0
The Sexy Brutale,Badland Games,PlayStation 4,Adventure/General,2017-04-11,77,7.7,2017.0
Yooka-Laylee,Team17,Xbox One,Action/Platformer/3D,2017-04-11,73,5.5,2017.0
Bayonetta,SegaSoft/Sega,PC,Action Adventure/Linear,2017-04-11,90,8.1,2017.0
Crawl,Powerhoof,Xbox One,Role-Playing/General/Action RPG,2017-04-11,76,6.6,2017.0
Cosmic Star Heroine,Zeboyd Games,PlayStation 4,Console-style RPG/Console-style RPG/Role-Playing/Japanese-Style,2017-04-11,76,7.5,2017.0
A Rose in the Twilight,NIS America,PlayStation Vita,Action/Platformer/2D,2017-04-11,75,7.9,2017.0
The Sexy Brutale,Tequila Works,PC,Adventure/General,2017-04-11,83,7.7,2017.0
The Sexy Brutale,Tequila Works,Xbox One,Adventure/General,2017-04-11,82,7.1,2017.0
Starblood Arena,Sony Interactive Entertainment,PlayStation 4,Action/Simulation/General/Space/Combat,2017-04-11,68,7.2,2017.0
Yooka-Laylee,Team17,PlayStation 4,Action/Platformer/3D,2017-04-11,68,6.2,2017.0
Planescape: Torment - Enhanced Edition,Beamdog,PC,Role-Playing/Western-Style,2017-04-11,85,7.3,2017.0
Aaero,Mad Fellows Ltd,Xbox One,Action/Shooter/Rail,2017-04-11,80,7.1,2017.0
BYE-BYE BOXBOY!,Nintendo,3DS,Puzzle/Action,2017-04-12,83,7.9,2017.0
Mr. Shifty,tinyBuild,PC,Action/Action Adventure/Shooter/Linear/Shoot-'Em-Up/Top-Down,2017-04-13,70,6.8,2017.0
Mr. Shifty,tinyBuild,Switch,Action/Action Adventure/Shooter/Linear/Shoot-'Em-Up/Top-Down,2017-04-13,66,6.9,2017.0
Flinthook,Limited Run Games,PlayStation 4,Action/Platformer/2D,2017-04-14,76,6.3,2017.0
Rick and Morty: Virtual Rick-ality,Adult Swim,PC,Simulation/Adventure/General/3D/First-Person,2017-04-15,75,6.3,2017.0
Flinthook,Tribute Games,PC,Action/Platformer/2D,2017-04-18,80,7.3,2017.0
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Telltale Games,Xbox One,Action/Adventure/General/3D/Third-Person,2017-04-18,74,6.3,2017.0
Shiness: The Lightning Kingdom,Focus Home Interactive,PlayStation 4,Role-Playing/Action RPG,2017-04-18,67,6.6,2017.0
The Disney Afternoon Collection,Capcom,PC,Miscellaneous/Compilation,2017-04-18,78,6.2,2017.0
Wonder Boy: The Dragon's Trap,DotEmu,PlayStation 4,Action/Action Adventure/General/Platformer/Metroidvania,2017-04-18,79,7.7,2017.0
Wonder Boy: The Dragon's Trap,DotEmu,Switch,Action/Action Adventure/General/Platformer/Metroidvania,2017-04-18,79,7.9,2017.0
The Disney Afternoon Collection,Capcom,Xbox One,Miscellaneous/Compilation,2017-04-18,76,5.9,2017.0
Marvel's Guardians of the Galaxy: The Telltale Series,Telltale Games,PC,Action/Adventure/General/3D/Third-Person,2017-04-18,78,7.2,2017.0
Full Throttle Remastered,Double Fine Productions,PlayStation 4,Adventure/Point-and-Click,2017-04-18,76,7.3,2017.0
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Telltale Games,PlayStation 4,Action/Adventure/General/3D/Third-Person,2017-04-18,72,5.6,2017.0
The Disney Afternoon Collection,Capcom,PlayStation 4,Miscellaneous/Compilation,2017-04-18,76,6.4,2017.0
The Silver Case,NIS America,PlayStation 4,General/Adventure/Visual Novel,2017-04-18,64,8.0,2017.0
Full Throttle Remastered,Double Fine Productions,PC,Adventure/Point-and-Click,2017-04-18,77,7.5,2017.0
Late Shift,Wales Interactive,Xbox One,Adventure/General,2017-04-18,72,7.0,2017.0
Shiness: The Lightning Kingdom,Focus Home Interactive,Xbox One,Role-Playing/Action RPG,2017-04-18,67,7.4,2017.0
Wonder Boy: The Dragon's Trap,DotEmu,Xbox One,Action/Action Adventure/General/Platformer/Metroidvania,2017-04-18,80,7.3,2017.0
Late Shift,Wales Interactive,PlayStation 4,Adventure/General,2017-04-18,59,7.0,2017.0
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Telltale Games,PC,Action/Adventure/General/3D/Third-Person,2017-04-18,70,5.6,2017.0
Shiness: The Lightning Kingdom,Plug In Digital,PC,Role-Playing/Action RPG,2017-04-18,68,7.2,2017.0
Syberia 3,Ubisoft/Microids/Big Fish Games,PC,Modern/Adventure/3D/Third-Person,2017-04-20,51,5.8,2017.0
De-formers,GameTrust,PlayStation 4,Action/Arcade,2017-04-21,60,4.2,2017.0
Wilson's Heart,Twisted Pixel Games/Oculus Studios,PC,Action Adventure/Adventure/General,2017-04-21,79,7.8,2017.0
Cities: Skylines - Xbox One Edition,Paradox Interactive,Xbox One,Strategy/Management/Government,2017-04-21,81,6.5,2017.0
What Remains of Edith Finch,Annapurna Interactive,PC,Adventure/3D/First-Person,2017-04-24,89,8.4,2017.0
Statik,Tarsier Studios/Tarsier Studios Publishing AB,PlayStation 4,Adventure/3D/First-Person,2017-04-24,84,7.7,2017.0
Pinstripe,Armor Games/Thomas Brush,PC,Miscellaneous/Action Adventure/General,2017-04-24,71,7.5,2017.0
Outlast 2,Red Barrels,PlayStation 4,Action Adventure/Survival,2017-04-24,68,7.6,2017.0
Sniper: Ghost Warrior 3,City Interactive,PlayStation 4,Action/Shooter/First-Person/Tactical/Modern,2017-04-25,55,6.6,2017.0
Puyo Puyo Tetris,Sega/Sega Of America/Inc.,PlayStation 4,Puzzle/Stacking,2017-04-25,83,7.5,2017.0
Syberia 3,Microids,PlayStation 4,Adventure/3D/Third-Person,2017-04-25,48,5.9,2017.0
Outlast 2,Red Barrels,PC,Action Adventure/Survival,2017-04-25,75,7.0,2017.0
Puyo Puyo Tetris,Sega,Switch,Puzzle/Matching/Stacking,2017-04-25,81,8.1,2017.0
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,Telltale Games,PlayStation 4,Adventure/Point-and-Click,2017-04-25,62,4.9,2017.0
Immortal Redneck,CremaGames/Crema Games,PC,Action/Shooter/First-Person/Arcade,2017-04-25,70,7.1,2017.0
Outlast 2,Red Barrels,Xbox One,Action Adventure/Survival,2017-04-25,77,7.6,2017.0
Dragon Quest Heroes II,Square Enix,PlayStation 4,Action/Beat-'Em-Up/3D,2017-04-25,76,7.6,2017.0
Sniper: Ghost Warrior 3,City Interactive,Xbox One,Action/Shooter/First-Person/Tactical/Modern,2017-04-25,57,6.6,2017.0
What Remains of Edith Finch,Sony Interactive Entertainment/Annapurna Interactive,PlayStation 4,General/Adventure/3D/First-Person,2017-04-25,88,8.3,2017.0
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,Telltale Games,PC,Adventure/Point-and-Click,2017-04-25,71,6.3,2017.0
Sniper: Ghost Warrior 3,City Interactive/CI Games,PC,Action/Shooter/First-Person/Tactical/Modern,2017-04-25,59,6.4,2017.0
Symphony of the Machine,Stirfire Studios,PlayStation 4,Puzzle/General,2017-04-25,64,4.8,2017.0
Scanner Sombre,Introversion/Introversion Software,PC,Action Adventure/Linear,2017-04-26,67,6.9,2017.0
Kamiko,Flyhigh Works,Switch,Action Adventure/General,2017-04-27,74,7.5,2017.0
Expeditions: Viking,Logic Artists,PC,Role-Playing/Strategy/Turn-Based/General/Tactics,2017-04-27,74,8.1,2017.0
"Warhammer 40,000: Dawn of War III",SegaSoft/Sega,PC,Sci-Fi/Strategy/Real-Time/General,2017-04-27,77,4.6,2017.0
Little Nightmares,Bandai Namco Games,PlayStation 4,Action Adventure/General/Linear,2017-04-28,78,8.1,2017.0
Little Nightmares,Namco Bandai Games America/Namco Bandai Games/Bandai Namco Games,PC,General/Action Adventure/Linear,2017-04-28,81,8.1,2017.0
Little Nightmares,Bandai Namco Games,Xbox One,Action Adventure/General/Linear,2017-04-28,83,8.1,2017.0
Lost Grimoires: Stolen Kingdom,Artifex Mundi,Xbox One,Puzzle/Hidden Object,2017-04-28,63,tbd,2017.0
Mario Kart 8 Deluxe,Nintendo,Switch,Other/Racing/Arcade/Automobile,2017-04-28,92,8.6,2017.0
Super Rude Bear Resurrection,Alex Rose,PlayStation 4,Action/Platformer/2D,2017-05-02,78,5.0,2017.0
GNOG,KO-OP/Double Fine Presents,PlayStation 4,Adventure/General,2017-05-02,77,7.0,2017.0
TumbleSeed,aeiowu,Switch,Action/General,2017-05-02,78,7.5,2017.0
The Caligula Effect,Atlus,PlayStation Vita,Role-Playing/General,2017-05-02,58,7.0,2017.0
Nioh: Dragon of the North,Koei Tecmo Games,PlayStation 4,Role-Playing/Action RPG,2017-05-02,76,8.2,2017.0
NieR: Automata - 3C3C1D119440927,Square Enix,PlayStation 4,Role-Playing/Action RPG,2017-05-02,79,7.3,2017.0
Planetbase,Madruga Works,Xbox One,Strategy/Management/Government,2017-05-03,70,5.8,2017.0
The Legend of Heroes: Trails in the Sky the 3rd,XSEED Games,PC,Role-Playing/Japanese-Style,2017-05-03,83,8.1,2017.0
Galactic Civilizations III: Crusade,Stardock,PC,Strategy/Turn-Based/4X,2017-05-04,85,7.0,2017.0
World to the West,Soedesco,PlayStation 4,Action Adventure/Linear,2017-05-05,73,6.0,2017.0
Prey,Bethesda Softworks,Xbox One,General/Action/Role-Playing/Shooter/Action RPG/First-Person/Arcade,2017-05-05,84,8.3,2017.0
Prey,Bethesda Softworks,PC,General/Action/Role-Playing/Shooter/Action RPG/First-Person/Arcade,2017-05-05,82,8.3,2017.0
World to the West,Rain Games/Soedesco,Xbox One,Action Adventure/Linear,2017-05-05,79,tbd,2017.0
Dreamfall Chapters,Red Thread Games,PlayStation 4,Fantasy/Adventure/3D/Third-Person,2017-05-05,67,6.5,2017.0
Prey,Bethesda Softworks,PlayStation 4,General/Action/Role-Playing/Shooter/Action RPG/First-Person/Arcade,2017-05-05,79,8.2,2017.0
Forza Horizon 3: Hot Wheels,Microsoft Game Studios,Xbox One,Racing/Simulation/Automobile,2017-05-09,87,7.8,2017.0
NBA Playgrounds,Saber Interactive,PlayStation 4,Sports/Team/Basketball/Arcade,2017-05-09,68,6.5,2017.0
Human: Fall Flat,No Brakes Games,PlayStation 4,Action Adventure/General,2017-05-09,67,6.9,2017.0
STRAFE,Devolver Digital/Pixel Titans,PC,Action/Shooter/First-Person/Arcade,2017-05-09,64,5.3,2017.0
LocoRoco,Sony Interactive Entertainment,PlayStation 4,Action/Platformer/2D,2017-05-09,79,6.7,2017.0
Birthdays the Beginning,NIS America,PlayStation 4,Strategy/Management/Business / Tycoon/Action Adventure/Sandbox,2017-05-09,65,6.5,2017.0
NBA Playgrounds,Saber Interactive,Xbox One,Sports/Team/Basketball/Arcade,2017-05-09,66,6.0,2017.0
BUTCHER,Crunching Koalas,PlayStation 4,Action/Platformer/2D,2017-05-09,71,7.2,2017.0
NBA Playgrounds,Saber Interactive,PC,Sports/Team/Basketball/Arcade,2017-05-09,67,7.2,2017.0
NBA Playgrounds,Saber Interactive,Switch,Sports/Team/Basketball/Arcade,2017-05-09,63,6.5,2017.0
Polybius,Llamasoft,PlayStation 4,Action/Shooter/Rail,2017-05-09,84,7.3,2017.0
BUTCHER,Crunching Koalas,Xbox One,Action/Platformer/2D,2017-05-10,72,6.5,2017.0
Rakuen,Laura Shigihara,PC,Adventure/General/General,2017-05-10,84,8.3,2017.0
Narcosis,Honor Code/Inc.,Xbox One,Action Adventure/Survival,2017-05-10,72,8.0,2017.0
Demon's Crystals,Badland Games,Xbox One,Action/General,2017-05-12,70,6.8,2017.0
OVIVO,IzHard,PC,Action/Platformer/2D,2017-05-12,71,7.5,2017.0
Human: Fall Flat,Curve Digital,Xbox One,Action Adventure/General,2017-05-12,73,6.6,2017.0
The Surge,Focus Home Interactive/Maximum Games,PlayStation 4,Role-Playing/Action RPG,2017-05-16,73,6.7,2017.0
Hakuoki: Kyoto Winds,Idea Factory,PlayStation Vita,Adventure/Visual Novel,2017-05-16,83,8.1,2017.0
Empathy: Path of Whispers,Iceberg Interactive,PC,Adventure/3D/First-Person,2017-05-16,59,5.6,2017.0
Farpoint,Sony Interactive Entertainment,PlayStation 4,Action/Shooter/First-Person/Light Gun/Arcade,2017-05-16,71,8.1,2017.0
Injustice 2,Warner Bros. Interactive Entertainment,PlayStation 4,Action/Fighting/2D,2017-05-16,87,8.0,2017.0
Bounty Train,Daedalic Entertainment,PC,Simulation/Vehicle/Train,2017-05-16,66,7.5,2017.0
Cooking Mama: Sweet Shop,Rising Star Games/Majesco,3DS,Simulation/Virtual/Career,2017-05-16,56,5.0,2017.0
Operation Babel: New Tokyo Legacy,NIS America,PlayStation Vita,Role-Playing/Roguelike/Western-Style,2017-05-16,63,6.0,2017.0
The Surge,Deck 13/Focus Home Interactive,PC,General/Role-Playing/Action RPG,2017-05-16,72,6.8,2017.0
Call of Duty: Black Ops III - Zombies Chronicles,Activision,PlayStation 4,Action/Shooter/First-Person/Arcade,2017-05-16,78,6.6,2017.0
Injustice 2,Warner Bros. Interactive Entertainment,Xbox One,Action/Fighting/2D,2017-05-16,89,8.1,2017.0
Akiba's Beat,XSEED Games,PlayStation 4,Action Adventure/Role-Playing/Action RPG,2017-05-16,55,6.9,2017.0
The Surge,Focus Home Interactive/Maximum Games,Xbox One,Role-Playing/Action RPG,2017-05-16,74,7.2,2017.0
Seasons After Fall,Focus Home Interactive/Swing Swing Submarine,PlayStation 4,Action/Action Adventure/Platformer/Open-World/2D/Metroidvania,2017-05-16,64,6.8,2017.0
Old Man's Journey,Broken Rules,PC,Adventure/General,2017-05-17,76,6.7,2017.0
Inner Chains,IMGN.PRO,PC,Action/Shooter/First-Person/Arcade,2017-05-18,40,4.9,2017.0
Reservoir Dogs: Bloody Days,Big Star Games,PC,Action/General/Shooter/Shoot-'Em-Up/Top-Down,2017-05-18,45,5.9,2017.0
Regalia: Of Men and Monarchs,Pixelated Milk/Klabater,PC,Role-Playing/Strategy/Turn-Based/Japanese-Style/Tactics,2017-05-18,73,7.7,2017.0
Thumper,Drool,Switch,Action/Rhythm/Music,2017-05-18,85,8.0,2017.0
Mages of Mystralia,Borealys Games,PC,Action Adventure/General/Linear,2017-05-18,74,7.5,2017.0
Skylar & Plux: Adventure on Clover Island,Grip Games,PlayStation 4,Action/Platformer/3D,2017-05-19,59,6.6,2017.0
Skylar & Plux: Adventure on Clover Island,Grip Games,PC,Action/Platformer/3D,2017-05-19,68,6.9,2017.0
Chroma Squad,Behold Studios,PlayStation 4,Strategy/Turn-Based/Tactics,2017-05-19,74,7.0,2017.0
Shadow Warrior 2,Devolver Digital,PlayStation 4,Action/Shooter/First-Person/Arcade,2017-05-19,72,7.2,2017.0
Fire Emblem Echoes: Shadows of Valentia,Nintendo,3DS,Strategy/Turn-Based/Tactics,2017-05-19,81,8.6,2017.0
Endless Space 2,SegaSoft/Sega/Amplitude Studios,PC,Strategy/Turn-Based/4X,2017-05-19,80,7.8,2017.0
Skylar & Plux: Adventure on Clover Island,Grip Games,Xbox One,Action/Platformer/3D,2017-05-19,60,6.0,2017.0
Shadow Warrior 2,Devolver Digital,Xbox One,Action/Shooter/First-Person/Arcade,2017-05-19,78,6.4,2017.0
The Elder Scrolls Online: Morrowind,Bethesda Softworks,PC,Role-Playing/Massively Multiplayer,2017-05-22,77,6.7,2017.0
Impact Winter,Bandai Namco Games/Mojo Bones,PC,Adventure/General,2017-05-22,63,4.7,2017.0
Spellspire,10tons,PlayStation 4,Role-Playing/General,2017-05-23,62,tbd,2017.0
Samurai Warriors: Spirit of Sanada,Koei Tecmo Games,PlayStation 4,Action/Beat-'Em-Up/3D,2017-05-23,74,7.1,2017.0
Steel Division: Normandy 44,Paradox Interactive,PC,Strategy/Real-Time/General/Tactics,2017-05-23,83,7.8,2017.0
Mirage: Arcane Warfare,Torn Banner Studios,PC,Action/Shooter/First-Person/Tactical,2017-05-23,74,3.8,2017.0
Starpoint Gemini Warlords,Iceberg Interactive,PC,Strategy/General,2017-05-23,73,7.1,2017.0
Utawarerumono: Mask of Deception,Aqua Plus,PlayStation 4,Strategy/Adventure/Turn-Based/General,2017-05-23,68,8.2,2017.0
The Fidelio Incident,Act 3 Games/LLC,PC,Adventure/3D/First-Person,2017-05-23,69,6.1,2017.0
Portal Knights,505 Games,Xbox One,Action/Role-Playing/General/Action RPG,2017-05-23,77,6.4,2017.0
Disgaea 5 Complete,NIS America,Switch,Strategy/Turn-Based/Tactics,2017-05-23,81,8.2,2017.0
Portal Knights,505 Games,PlayStation 4,Action/Role-Playing/General/Action RPG,2017-05-23,71,6.3,2017.0
Unit 4,Gamera Games/Gamera Interactive/Gamera Game,Xbox One,Action/Platformer/2D,2017-05-24,76,7.1,2017.0
Embers of Mirrim,Creative Bytes,Xbox One,Action/Action Adventure/General,2017-05-24,77,tbd,2017.0
Vanquish,Sega,PC,Action/Shooter/Third-Person/Arcade,2017-05-25,78,9.0,2017.0
EVERSPACE,ROCKFISH Games,PC,Action/General/Simulation/Action Adventure/Space/Open-World/Combat,2017-05-26,79,7.7,2017.0
RiME,Tequila Works/Grey Box,PC,Action/Adventure/General/3D/Third-Person,2017-05-26,78,7.3,2017.0
Friday the 13th: The Game,Gun Media,Xbox One,Action Adventure/Survival,2017-05-26,53,6.6,2017.0
Friday the 13th: The Game,Gun Media,PlayStation 4,Action Adventure/Survival,2017-05-26,61,6.4,2017.0
RiME,Tequila Works/Grey Box,Xbox One,Action/Adventure/General/3D/Third-Person,2017-05-26,82,7.4,2017.0
Guilty Gear Xrd: Rev 2,Arc System Works/Aksys Games,PlayStation 4,Action/Fighting/2D,2017-05-26,86,8.2,2017.0
Ultra Street Fighter II: The Final Challengers,Capcom,Switch,Action/Fighting/2D,2017-05-26,66,6.6,2017.0
Friday the 13th: The Game,Gun Media,PC,Horror/Action Adventure/Survival,2017-05-26,61,6.2,2017.0
RiME,Tequila Works/Grey Box,PlayStation 4,General/Action/Adventure/General/3D/Third-Person,2017-05-26,80,7.8,2017.0
Danger Zone,Three Fields Entertainment,PC,Simulation/Racing/General/Arcade/Vehicle/Automobile/Civilian,2017-05-29,64,tbd,2017.0
Victor Vran: Overkill Edition,Wired Productions,Xbox One,Role-Playing/Action RPG,2017-05-30,79,6.8,2017.0
Victor Vran: Overkill Edition,Wired Productions,PlayStation 4,Role-Playing/Action RPG,2017-05-30,76,7.1,2017.0
The Long Journey Home,Daedalic Entertainment,PC,Action Adventure/General,2017-05-30,68,7.2,2017.0
Perception,The Deep End Games,PC,Adventure/3D/First-Person,2017-05-30,56,6.4,2017.0
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,Telltale Games,Xbox One,Adventure/Point-and-Click,2017-05-30,64,6.1,2017.0
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,Telltale Games,PC,Adventure/Point-and-Click,2017-05-30,74,6.6,2017.0
Astro Duel Deluxe,Panic Button,Switch,Action/Shooter/Shoot-'Em-Up/Top-Down,2017-05-30,59,6.6,2017.0
Star Trek: Bridge Crew,Ubisoft,PlayStation 4,Action Adventure/General,2017-05-30,75,7.1,2017.0
Star Trek: Bridge Crew,Ubisoft,PC,Action Adventure/General,2017-05-30,78,7.6,2017.0
Danger Zone,Three Fields Entertainment,PlayStation 4,Simulation/Racing/General/Arcade/Vehicle/Automobile/Civilian,2017-05-30,64,5.9,2017.0
Rising Storm 2: Vietnam,Tripwire Interactive,PC,Action/Shooter/First-Person/Tactical,2017-05-30,81,7.4,2017.0
Oh...Sir! The Insult Simulator,Gambitious,PlayStation 4,Simulation/General,2017-05-30,60,5.8,2017.0
Ys Origin,DotEmu,PlayStation 4,Role-Playing/Action RPG,2017-05-30,77,7.4,2017.0
Tokyo 42,Mode 7 Games,PC,General/Action/Shooter/Shoot-'Em-Up/Top-Down,2017-05-31,70,6.9,2017.0
Tokyo 42,Mode 7 Games,Xbox One,Action/Shooter/Shoot-'Em-Up/Top-Down,2017-05-31,71,4.3,2017.0
FORM,Charm Games,PC,Adventure/General/3D/First-Person,2017-06-01,81,tbd,2017.0
Formula Fusion,R8 Games,PC,Racing/Arcade/Futuristic,2017-06-01,58,7.0,2017.0
Tekken 7,Bandai Namco Games,PC,Action/Fighting/3D,2017-06-01,82,6.8,2017.0
Blitzkrieg 3,Nival Interactive/Nival,PC,Strategy/Real-Time/General/Historic/Tactics,2017-06-02,68,4.0,2017.0
Tekken 7,Bandai Namco Games,PlayStation 4,Action/Fighting/3D,2017-06-02,82,6.5,2017.0
Tekken 7,Bandai Namco Games,Xbox One,Action/Fighting/3D,2017-06-02,81,6.3,2017.0
Drifting Lands,Alkemi Games,PC,Scrolling/Action/Shooter/Shoot-'Em-Up/Vertical,2017-06-05,71,tbd,2017.0
Randall,We The Force,PlayStation 4,Action/Platformer/2D,2017-06-06,38,2.5,2017.0
Dark Rose Valkyrie,Idea Factory,PlayStation 4,Role-Playing/Japanese-Style,2017-06-06,58,5.9,2017.0
ClaDun Returns: This is Sengoku!,NIS America,PlayStation 4,Role-Playing/Action RPG,2017-06-06,73,6.2,2017.0
DiRT 4,Codemasters/Deep Silver,PlayStation 4,Racing/Simulation/Automobile,2017-06-06,85,7.5,2017.0
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,Telltale Games,PlayStation 4,Action/Adventure/General/3D/Third-Person,2017-06-06,70,4.5,2017.0
Wipeout: Omega Collection,Sony Interactive Entertainment,PlayStation 4,Racing/Arcade/Futuristic,2017-06-06,85,8.0,2017.0
Perception,The Deep End Games,PlayStation 4,Adventure/3D/First-Person,2017-06-06,56,6.1,2017.0
The Elder Scrolls Online: Morrowind,Bethesda Softworks,PlayStation 4,Role-Playing/Massively Multiplayer,2017-06-06,75,6.5,2017.0
Conarium,Iceberg Interactive,PC,Adventure/3D/First-Person,2017-06-06,71,6.3,2017.0
The Town of Light,Wired Productions,PlayStation 4,Adventure/3D/First-Person,2017-06-06,67,6.7,2017.0
The Town of Light,Wired Productions,Xbox One,Adventure/3D/First-Person,2017-06-06,60,6.8,2017.0
DiRT 4,Codemasters/Deep Silver,Xbox One,Racing/Simulation/Automobile,2017-06-06,86,6.9,2017.0
The Elder Scrolls Online: Morrowind,Bethesda Softworks,Xbox One,Role-Playing/Massively Multiplayer,2017-06-06,76,6.3,2017.0
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,Telltale Games,PC,Action/Adventure/General/3D/Third-Person,2017-06-06,72,5.9,2017.0
Perception,The Deep End Games,Xbox One,Adventure/3D/First-Person,2017-06-06,61,6.4,2017.0
Slime-san,Headup Games,Switch,Action Adventure/Linear,2017-06-08,82,8.0,2017.0
Shantae: Half-Genie Hero,XSEED Games/WayForward,Switch,Action/Platformer/2D,2017-06-08,82,7.6,2017.0
DiRT 4,Codemasters,PC,Racing/Simulation/Automobile,2017-06-08,78,6.6,2017.0
Kholat,IMGN.PRO,Xbox One,Adventure/3D/First-Person,2017-06-09,54,5.3,2017.0
Disney/Pixar Cars 3: Driven to Win,Warner Bros. Interactive Entertainment,PlayStation 4,Racing/Arcade/Automobile,2017-06-13,72,6.7,2017.0
